full_text,text_weight,text_weight_label,class_sentiment
cendekiawan muslim prof fachry ali saran dpw pkb jakarta jaga momentum capai milu pkb dki,14,1,positif
halo dkpp bacak putus perkara duga langgar kode etik selenggara milu kepp selasa,3,1,positif
wakil komandan tim hukum tkn prabowogibran habiburokhman pasang calon nomor urut anies muhaimin etika hormat netralitas tni milu,3,1,positif
teologis kuasa sulit masukujungnya politik elektoral manifestasi milu kristen tunggang tunggang ya happy ajayour teology creates who you are,2,1,positif
dasar situs milu lapor langgar milu masyarakat temu bawaslu lapor masyarakat temu langgar awas milu data gambar twips,11,1,positif
pdip ulang kali kritik keras proses milu hasil anggap penuh curang sikap partai oposisi simak bahas tema bimbang penyeimbang senin,-7,0,negatif
rangka cipta situasi aman tertib masyarakat kamtibmas aman kondusif jelang pilkada serentak kabupaten toba personil polsek lumban julu laksana pojok milu,7,1,positif
menteri jokowi kompak pakai hitam nyoblos tps,-4,0,negatif
cm guyss helppp isi kuesioner pliss kriteria generasi hak pilih milu papar utas konten karakter figur abah anies baswedan fatherless country laku aktivitas like konten abah anies baswedan cont,7,1,positif
presiden pilih milu prabowo subianto janji presiden rakyat indonesia wakil gibran rakabuming raka usaha keras maju indonesia kalah bangsa sibuk menteri,5,1,positif
arti milu langsung jujur adil,12,1,positif
peran ppk kunci sukses pilkada serentak selenggara milu ppk nilai jaga percaya publik hadap selenggara milu bantai ahok jilat jokowi melon pegi armageddon innalilahi,16,1,positif
sukses pilkada partisipasi pilkada rupa momen demokrasi maju indonesia sukses milu capai partisipasi pilih tapera barca nimas yati gita dajjal fortuner link gacor jam,19,1,positif
hadir lantik panwaslucam milu serentak wakapolres trenggalek selamat anggota panitia awas pilih camat panwaslucam kabupaten trenggalek trenggalek pilih serentak resmi lantik ambil sumpah,19,1,positif
pilkada jatim kondusif pks jawa timur temu emil dardak,2,1,positif
gila gila gila plot twist banget seru nih milu psi vulgar ngambil salah anggota keluarga banteng bahaya tah hahaha,1,1,positif
orang rajakepala desa kota ambon kabupaten malu provinsi malu ancam penjara indikasi laku langgar milu langgar milu kait hadir nyata dukung hadap cawapres tweet,8,1,positif
mari ruang presiden wakil presiden pilih jalan amanah rakyat moga indonesia sejahtera amp berdikari,11,1,positif
baliho gambar kaesang pesan arti kaesang surabaya muncul kota surabaya jelang pilwalkot psi pasang,12,1,positif
iya bu sabar pdip orang orang pdip kalah milu,1,1,positif
boring ya jijik milu menang seakan tindak tulis sejarah menang kotor,2,1,positif
adil new york amerika serikat vonis donald trump salah tuduh jahat suap kamis kutip aljazeera jumat trump salah lantar palsu catat bisnis skema pengaruh milu as ilegal,1,1,positif
keluarga milik,5,1,positif
isu sentuh bansos putar misleading bicara jangka indonesia milu milu putar sederhana hemat anggar pandang bahaya,9,1,positif
golputers klean gede kalo ngetroll negara milu pas pilegnya lo coblos caleg random beken nomor urut partai kocak kalo garagara kerja dpr isi kagak golkar pdip amp parpol gede,2,1,positif
anies ban serep nasdem utama kader internal pilkada jakarta,2,1,positif
ketua dpp pdip puan maharani tangis maaf kader pdip etika milu,-3,0,negatif
sorry ye sorrymas anies parpol minat nilai peluang anies maju pilkada jakarta,5,1,positif
ketua dpp saleh partai sepakat usul zita anjani maju cawagub pilgub dki jakarta,6,1,positif
apresiasi dukung papua milu prabowo kucur bantu dana gereja masjid pondok pesantren pbd prabowo subianto dpd partai gerindra pbd salur bantu dana tunai gereja masjid pondok pesantren papua,31,1,positif
kpu kabupaten banyumas laksana apel pagi senin apel pimpin kasubbag rencana data informasi laila isnaini,2,1,positif
selenggara milu sukses lancar tertib kpu kerja hasil dukung pemprov jawa barat kapolda jawa barat pangdam iii siliwangi jajar,23,1,positif
lucu nye milu pilih rakyat menang prabowo salah kpu demo jokowi dasar anak abah kubu janggar,-2,0,negatif
lihat ketua kpu semangat tunggu milu ya allah jalan amp mudah ya allah amin ya allah,42,1,positif
wacana milu undur tolak demokrasi amputasi kuasa duga jokowi amp pdip milu laksana gubernur amp bupati wali kota plt asntnipolri laku manipulasi milu sistemik,-2,0,negatif
dukung antem mulu jokowi amp prabowo samasama hukum milu gimana fair enough,8,1,positif
putus batas usia pilkada bawaslu tunggu tindak kpu,1,1,positif
juara milu pdi juang provinsi jawa raih kursi raih kursi kursi dprd provinsi jawa,7,1,positif
politik tito karnavian duga rekayasa milu,2,1,positif
pdi juang kota metro raih kursi milu raih kursi kursi dprd kota metro,5,1,positif
adab orang mantan presiden tugas calon presiden pilih disebuah milu deh salah hasil beradabanya anak tri tepuk air dulang ludah langit kepri juni,-2,0,negatif
saking semangat aksi tolak milu curang maret tau salah rupa besok deh izin cuti bawa rompi kuning ui tau kamis febr,-16,0,negatif
minggu kasih pidum yudhi satriyo nugroho s hadir giat lantik bekal panitia awas milu kabupaten kotawaringin barat hotel brits kotawaringin barat,18,1,positif
mas dar sudaryono nilai milik potensi menang pilih gubernur jawa siapkandengan lebihmatang,11,1,positif
gugat hasil pilpres aniesimin milu ulang gibran,3,1,positif
taktik milu low politics balut citra gemoy lagu oke gas prabowo gibran pas viral pasang prabowogibran maju milu dasar hasil kpu pasang hasil raup juta suara total suara,25,1,positif
assalamualaikum faldo usul dinda isteri isteri ibadah lhojangan masuk politik dulupemilu amerika bikin ribut ajakalau kontroversial pulang nyaleg ri ok ya,17,1,positif
puan tetes air mata maaf kait kader pdip etika milu,-3,0,negatif
hukum milu jumat mei salam integritas divisi hukum awas kpu provinsi jawa timur,12,1,positif
pkb suruh omong tunda milu pdip maksud korban partai propemerintah indak pkb omong suruh putin pkb korban,-17,0,negatif
raih kursi pdi juang lampung barat sukses menang milu raih kursi kursi dprd lampung barat ketua dpc pdi juang lampung barat parosil mabsus menang pdi juang menang rakyat,28,1,positif
milu curang diskualifikasi paslon milu ulang perang,-8,0,negatif
nyala mas ahy harap teguh santosa damping bobby nasution pilgub sumut,6,1,positif
dengar isuisu edar masyarakat perintah upaya laku tunda milu spekulasi kena jabat presiden periode jadwal milu pilkada sepakat,6,1,positif
puan tangis maaf kader etika milu,-3,0,negatif
pdi juang kabupaten nias raih kursi milu raih kursi kursi dprd kabupaten nias,7,1,positif
milu deklarasi buka bangsa korup pilpres amp pileg telanjang jenis rusak konstitusional rakyat hak tuntut amplop amp sembako putus rantai tanggungjawab,-2,0,negatif
anggota keluarga hary tanoe gagal total milu,-3,0,negatif
kursi legislatif milu kota yogyakarta pdip dominasi komisi pilih kpu kota yogyakarta resmi kursi calon pilih anggota dewan wakil rakyat daerah dprd milu,-4,0,negatif
pkb bangun komunikasi anies baswedan pilgub jakarta,2,1,positif
ok gas dasco dorong budisatrio djiwandono kaesang pangarep maju pilkada jakarta,0,1,netral
bu diam aja diam juang,6,1,positif
selamat pagi berkah tuhan layan dialog menit netizen twitter pantik materi minimal jalur resmi selesai kisruh milu jalur hukum batal hasil milu,7,1,positif
pdip rencana gandeng timnas amin bentuk tim khusus bongkar curang milu,-3,0,negatif
masuk akal milu prabowo untung kenal masy luas dimana prabowo orang masuk kertas suara efek nya mainmain,8,1,positif
eks timses jokowi ketua seleksi anggota kpu muncul duga rekayasa milu rancang,-2,0,negatif
ubah syarat calon kepala daerah pakar milu olah replikasi pilpres,-1,0,negatif
prabowogibran menang rutan koruptor milu,4,1,positif
kucur bansos milu pandemi covid,-1,0,negatif
pdi juang provinsi kalimantan barat raih kursi milu raih kursi kursi dprd provinsi kalimantan barat,7,1,positif
pakar ubah syarat usia cagubcawagub laku pilkada tahap calon kepala daerah langsung calon orang serah syarat dukung verifikasi administrasi gtgt,8,1,positif
ratus jenderal tnipolri desak makzul jokowi diskualifikasi prabowogibran milu,1,1,positif
plan a jokowi periode mpr gagal plan b milu pilpres geser kpu on process lawan,-2,0,negatif
pdip nilai milu buruk sejarah sistem milu tinjau ulang,-4,0,negatif
sahap effendi dagang beras pasar koja nilai capres menang milu ubah hidup susah,8,1,positif
hei polisi tentara intimidasi rakyat milu langsung hak rakyat megawati,-2,0,negatif
kpu larang exit poll quick count milu negeri khawatir pengaruh pilih tanah air,-2,0,negatif
anies parpol koalisi ubah pkb nasdem pks gulir hak angket curang milu pdip ppp,-8,0,negatif
polri jajar polda jawa jateng gelar silaturahmi kamtibmas pilar tnipolri forkopimda kabupaten boyolali mako polres boyolali giat rupa momen wujud aman damai pasca milu,7,1,positif
nama anies santer suara maju pilgub jakarta kalah kontestasi pilpres kuat anies tanding jakarta,6,1,positif
jokowi kucur bansos rp t kampanye milu,7,1,positif
anwar usman is back ayo sila gugat hasil milu curang tenang paman putus ptun kabul gugat anwar usman ketua,11,1,positif
hasil salah input rekam sesuai jam rekam salah input untung paslonnya upload koreksi admin kpu ya alhamdulillah khawatir salah input,11,1,positif
menang mah raffi ahmad potensi maju pilgub jakarta pasang budisatrio djiwandono,11,1,positif
terima kasih temanteman eti milu ramai seru utama platform xtwitter acara debat caprescawapres moga umur jumpa milu,20,1,positif
rawan deklarasi dukung anies baswedan maju pilgub jakarta,-4,0,negatif
pdi juang provinsi riau raih kursi milu raih kursi kursi dprd provinsi riau,7,1,positif
malu caleg pilih pks tangkap bareskrim polri narkoba,-3,0,negatif
pdi juang provinsi pulau bangka belitung raih kursi milu raih kursi kursi dprd provinsi pulau bangka belitung,7,1,positif
sadar peristiwa jegal ahok politik gentong babi bansos gencar pemilu jegal ganjar pranowo,4,1,positif
amp ekstrim yad milu pilpres terstruktur sistematis amp masive lembut amp jujur,1,1,positif
suara megawati getar klaim milu buruk sejarah,-2,0,negatif
system pasca milu omong sistem calon grr milu wujud jernih karam sistem bang mantan yutuber sekual,-9,0,negatif
titip guys tawarin saksi tps milu fee nya tarik fee nya tau jobdesk nya ya jobdesknya,4,1,positif
megawati kasih lampu hijau hak angket milu gulir dpr,6,1,positif
pdi juang provinsi bal juara milu raih kursi kursi dprd provinsi bal,5,1,positif
tim advokasi milu pdip cecar kpk lindung harun mas,0,1,netral
gibran rakabuming raka lolos milu adik kaesang pangarep lolos pilkada,-8,0,negatif
anies santer dorong maju pilgub jakarta eks cawapresnya cak imin senang anies maju pilgub jakarta,6,1,positif
sby izin allah dukung orang jujur amanah surabaya bujuk tandatangan sepakat angkat rr menko ekuin cikeas batal bujuk jusuf what goes around comes around,16,1,positif
dpd pdi juang provinsi daerah istimewa yogyakarta diy raih kursi milu kursi kursi dprd provinsi daerah istimewa yogyakarta diy,5,1,positif
dpp projo dukung nama cagub pilkada airin rachmi diany ridwan kamil bobby nasution khofifah indar parawansa,7,1,positif
sorot duga curang milu tsm megawati ya,2,1,positif
sorot duga curang milu tsm megawati ya,2,1,positif
milu us cuman salah catalyst bullish crypto lu pikir catalyst nya its too early bro game lu pikir government us report bikin regulasi cuman n then gone wkwk,-2,0,negatif
tim advokasi milu pdip cecar kpk lindung harun mas,0,1,netral
acara omong lancar logika lompat bicara publik bikin masyarakat bingung modal dengar kanankiri bikin simpul pegi tangkap polisi pegi bunuh vina sih acara tkp,-1,0,negatif
milu ya hmm,4,1,positif
pilkada jatim kondusif pks jawa timur temu emil dardak,2,1,positif
drama politik judul laku korban pdip menang milu jokowi produk pdip puan maharani ketua dpr pdip mik kursi kursi dpr,0,1,netral
silfester tkn tanggap megawati duga curang milu tsm,1,1,positif
work lolos seleksi admn ppk milu ajar darimana ya bingung cari tle ig yt bahas butuh materi penuh,-5,0,negatif
waketum gerindra budi djiwandono partai kantong nama usung pilgub jakarta tuju koalisi indonesia maju,4,1,positif
disain sistem milu lacak potensi curang kacau milu evaluasi total kacau anggap berani mimpi buah milu ideal,1,1,positif
eks koruptor calon anggota dpr milu,-6,0,negatif
promotor periode danatau tunda milu qodari,0,1,netral
ketua bkpm urus milu kepiye tolong fokus urus investasi bahlil kepala bkpm dunia usaha milu undur,8,1,positif
nyata biang tunda milu luhut binsar pandjaitan arti tunda milu agenda sembunyi perintah rakyat tolak periode nyata laku operasi senyap jabat,4,1,positif
mega partai kuasa moga catat pilih partai kuasa amburadul negara,0,1,netral
pdip jabar incar kursi cawagub pilgub jabar isi kader internal,8,1,positif
poin hasil rakernas pdip puan maharani milu buruk sejarah demokrasi indonesia,0,1,netral
megawati singgung buruk milu kpu bawaslu sunyi,-3,0,negatif
opini sungguh cetek anak kandung anak tiri pilpres milu pilih pilpres presiden rakyat indonesia pilih kemarin presiden,-5,0,negatif
mantan hakim konstitusi milu carut marut sidang,-7,0,negatif
austerity bijak kondisi asersi sesat government spending pesat pilpres utama bansos bener misalokasi ujung kanibalisasi program social net,2,1,positif
eng ing eng gilir bikin sibuk nih,4,1,positif
cek identitas cantum daftar dukung calon orang pilkada coba cek,3,1,positif
demokrat cagub jakarta wawas global renanda bachtar mujiyono,0,1,netral
ketua dpp pdip puan maharani sanggup tahan tangis terima kasih rakyat indonesia helat pilpres,2,1,positif
wdyt orang tua anak pilih pilih milu sampesampe bilang daftarin sender sender milih hak sender ya pilih thanks,-8,0,negatif
selamat sis sis yenny kristianti anggota pilih dprd kota bekas periode hadir kerja rakyat id,7,1,positif
fahami pura milu pilkada pilbup pilgubpilpres menang pesan oligarki kapitalis oknum aparat hianat lembaga survei quick count tayang tv mkpun sidang gugat pura pura id ri,4,1,positif
pdip milu buruk sejarah demokrasi indonesia,-5,0,negatif
lbs rencana milu hancur pdi juang menang milu legislatif tanda rakyat percaya pdi juang,12,1,positif
sindir megawati pdip pilpres milu buruk sejarah demokrasi indonesia milu orde lepas pdip berani nyata partai oposisi,-6,0,negatif
salah proses hitung suara laku habis berlarutlarut akibat saksi mandat partaipartai tps lelah fisik ist,9,1,positif
catat september ri periode besok oktober ri periode tanggal oktober lantik presiden ri periode hasil milu tugas sd,4,1,positif
rakernas v pdip megawati sorot curang milu,-5,0,negatif
full pidato berapiapi megawati rakernas kev pdip ungkit milu putus,3,1,positif
rakernas v pdip puan milu buruk sejarah demokrasi indonesia,-5,0,negatif
tum juang mega don keder nya teriak pilpre milu buruk tsm gua pilpres milu copy paste pilprespemilu,-11,0,negatif
sorot duga curang milu tsm megawati ya,2,1,positif
pesan kritik pedas megawati tni polri nilai netral milu,-2,0,negatif
milu laksana presiden ketua ri kadet juang,6,1,positif
harap masyarakat pilih prabowo milu pilih prabowo alih pilih anies prabowo nyata menang kontestasi pilpres,5,1,positif
